@RELATION 10200

@ATTRIBUTE x1 REAL
@ATTRIBUTE x2 REAL
@ATTRIBUTE y {0,1}

@DATA
0.510355,0.259855,1
0.676587,0.156998,1
0.357667,0.034573,0
0.441562,0.250043,0
0.862819,0.878365,1
0.778414,0.411834,1
0.198863,0.060611,0
0.505921,0.668598,1
0.507431,0.458241,1
0.632038,0.384854,1
0.138589,0.942411,0
0.534486,0.709771,1
0.882394,0.666474,1
0.084105,0.513210,0
0.213671,0.592424,0
0.318929,0.973351,0
0.002197,0.312746,0
0.348197,0.963150,0
0.102379,0.725546,0
0.268084,0.649467,0
0.729680,0.403089,1
0.004696,0.266582,0
0.555468,0.557342,1
0.164929,0.854884,0
0.007629,0.350831,0
0.172094,0.865897,0
0.351184,0.927130,0
0.190704,0.926394,0
0.741321,0.942486,1
0.603662,0.727209,1
0.590685,0.568593,1
0.095096,0.956451,0
0.273402,0.906244,0
0.713373,0.432181,1
0.400247,0.500559,0
0.641388,0.106216,1
0.642531,0.180719,1
0.784993,0.408573,1
0.356681,0.760626,0
0.705469,0.481161,1
0.067172,0.231605,0
0.868249,0.209692,1
0.202360,0.954273,0
0.657626,0.604387,1
0.345956,0.013905,0
0.115970,0.002873,0
0.666265,0.342115,1
0.906021,0.772821,1
0.116013,0.427386,0
0.566118,0.677172,1
0.457456,0.437971,0
0.730749,0.831441,1
0.160683,0.362909,0
0.622609,0.230416,1
0.747373,0.340376,1
0.787394,0.150684,1
0.208008,0.687307,0
0.738829,0.345760,1
0.707373,0.270229,1
0.908990,0.842200,1
0.911417,0.764443,1
0.057758,0.317924,0
0.917908,0.037189,1
0.085280,0.498101,0
0.954002,0.360134,1
0.012605,0.739249,0
0.715761,0.407525,1
0.748199,0.988872,1
0.467805,0.028564,0
0.141851,0.605740,0
0.795726,0.596025,1
0.742467,0.105081,1
0.209505,0.327879,0
0.622627,0.753247,1
0.633158,0.354669,1
0.610214,0.078070,1
0.183923,0.462583,0
0.276313,0.783941,0
0.543787,0.380680,1
0.068536,0.264758,0
0.656753,0.200418,1
0.050273,0.893244,0
0.447211,0.016640,0
0.808885,0.531731,1
0.747911,0.161377,1
0.229633,0.257362,0
0.650460,0.465314,1
0.997213,0.123763,1
0.046927,0.826500,0
0.883008,0.891587,1
0.218061,0.991833,0
0.103756,0.051937,0
0.941772,0.864113,1
0.296079,0.139519,0
0.744980,0.835903,1
0.941385,0.286502,1
0.602530,0.621175,1
0.396936,0.203361,0
0.598879,0.806700,1
0.041411,0.289650,0
0.811327,0.877370,1
0.427081,0.375448,0
0.948065,0.783085,1
0.745766,0.673341,1
0.079913,0.209622,0
0.362008,0.881170,0
0.141562,0.591818,0
0.644460,0.017351,1
0.746316,0.564672,1
0.835261,0.493436,1
0.257692,0.986421,0
0.237216,0.132697,0
0.991962,0.887385,1
0.569880,0.328838,1
0.887585,0.699340,1
0.948198,0.305582,1
0.970672,0.902431,1
0.571129,0.485677,1
0.470022,0.790065,0
0.872727,0.307036,1
0.490947,0.397013,0
0.584436,0.434002,1
0.744006,0.761871,1
0.884909,0.203395,1
0.942936,0.602284,1
0.572425,0.317816,1
0.135486,0.169827,0
0.985055,0.252777,1
0.411513,0.521112,0
0.214963,0.579616,0
0.144627,0.692737,0
0.015831,0.422714,0
0.166837,0.299854,0
0.686125,0.567409,1
0.050030,0.891659,0
0.126013,0.314099,0
0.973842,0.991795,1
0.211979,0.034369,0
0.496322,0.127672,0
0.610777,0.526593,1
0.912023,0.309900,1
0.163100,0.691292,0
0.781508,0.361534,1
0.007419,0.750661,0
0.646961,0.216545,1
0.685722,0.221997,1
0.910502,0.807900,1
0.575411,0.121386,1
0.344956,0.447881,0
0.125430,0.421844,0
0.731237,0.666739,1
0.539705,0.619220,1
0.672212,0.320481,1
0.747297,0.369507,1
0.719757,0.404629,1
0.726182,0.552825,1
0.569951,0.417933,1
0.506379,0.792172,1
0.230711,0.308568,0
0.468170,0.409164,0
0.746876,0.005033,1
0.872470,0.034311,1
0.279637,0.284956,0
0.912910,0.605999,1
0.080386,0.267236,0
0.963020,0.290189,1
0.173461,0.126429,0
0.106905,0.931944,0
0.367952,0.723017,0
0.488130,0.010259,0
0.555600,0.719165,1
0.489036,0.709243,0
0.120054,0.406802,0
0.261522,0.641604,0
0.682085,0.913351,1
0.670363,0.964416,1
0.336095,0.670126,0
0.281399,0.112581,0
0.995113,0.029444,1
0.629518,0.141934,1
0.454683,0.698665,0
0.635089,0.721820,1
0.310421,0.222898,0
0.702586,0.146086,1
0.919709,0.092818,1
0.731399,0.341740,1
0.184907,0.180003,0
0.996394,0.746185,1
0.053604,0.109470,0
0.614557,0.096735,1
0.280884,0.867496,0
0.104098,0.630269,0
0.179198,0.412615,0
0.363681,0.926185,0
0.793392,0.308599,1
0.251994,0.642461,0
0.181579,0.430479,0
0.831649,0.692450,1
0.256959,0.608150,0
0.256441,0.989142,0
0.951366,0.666809,1
0.227304,0.744008,0
0.298228,0.699464,0
0.919811,0.449085,1
0.400786,0.563979,0
0.294881,0.093882,0
0.150848,0.535592,0
0.744376,0.872717,1
0.993986,0.765570,1
0.094572,0.623520,0
0.999046,0.697644,1
0.093026,0.505660,0
0.982958,0.876090,1
0.638132,0.972288,1
0.466272,0.642809,0
0.175737,0.921708,0
0.790512,0.065466,1
0.883430,0.022718,1
0.815336,0.064745,1
0.490691,0.600394,0
0.231677,0.115993,0
0.841861,0.141689,1
0.676434,0.088996,1
0.598944,0.434310,1
0.514957,0.759380,1
0.802511,0.587669,1
0.369480,0.276078,0
0.361570,0.701329,0
0.214831,0.401549,0
0.926991,0.744206,1
0.137134,0.654909,0
0.018167,0.286888,0
0.656921,0.582849,1
0.718846,0.089794,1
0.854951,0.259219,1
0.735635,0.191486,1
0.407219,0.771337,0
0.121438,0.064297,0
0.035042,0.889619,0
0.506151,0.608563,1
0.806782,0.336790,1
0.248222,0.242062,0
0.189661,0.073966,0
0.523214,0.107900,1
0.743316,0.803089,1
0.999304,0.471904,1
0.871126,0.448685,1
0.414698,0.709713,0
0.101032,0.726648,0
0.068206,0.894089,0
0.954469,0.033715,1
0.961800,0.884579,1
0.580197,0.798536,1
0.092725,0.994505,0
0.979238,0.123718,1
0.182798,0.764374,0
0.827783,0.017942,1
0.953815,0.106142,1
0.616844,0.768227,1
0.910519,0.099354,1
0.070612,0.034659,0
0.476372,0.018071,0
0.579858,0.063364,1
0.242427,0.746553,0
0.692418,0.008218,1
0.035852,0.602050,0
0.539685,0.727813,1
0.492244,0.724646,0
0.446219,0.581349,0
0.824613,0.616933,1
0.868987,0.685683,1
0.521991,0.120439,1
0.243407,0.815413,0
0.781890,0.101026,1
0.275296,0.628922,0
0.583377,0.382133,1
0.710975,0.185468,1
0.441324,0.012552,0
0.642202,0.781946,1
0.047432,0.784531,0
0.958270,0.982619,1
0.199918,0.028383,0
0.644522,0.341131,1
0.651280,0.101328,1
0.244685,0.721318,0
0.762367,0.661192,1
0.953871,0.311826,1
0.140989,0.769662,0
0.489706,0.399256,0
0.764637,0.105173,1
0.101029,0.715547,0
0.439363,0.082058,0
0.816699,0.707520,1
0.830714,0.470509,1
0.311512,0.390002,0
0.717618,0.190938,1
0.571869,0.538654,1
0.566424,0.316716,1
0.880757,0.854612,1
0.999830,0.960852,1
0.509773,0.390296,1
0.244233,0.645038,0
0.905323,0.964172,1
0.179061,0.953574,0
0.086810,0.512036,0
0.182936,0.760046,0
0.436518,0.323318,0
0.574081,0.081237,1
0.054086,0.893156,0
0.076129,0.660589,0
0.372856,0.684460,0
0.405578,0.712646,0
0.791065,0.438910,1
0.773386,0.870262,1
0.657751,0.801819,1
0.820770,0.267939,1
0.071408,0.932995,0
0.268038,0.867547,0
0.598853,0.464246,1
0.345332,0.586742,0
0.202407,0.633870,0
0.895462,0.525777,1
0.375436,0.679462,0
0.891520,0.604985,1
0.729428,0.602592,1
0.995784,0.223084,1
0.050238,0.232389,0
0.701434,0.125523,1
0.146752,0.109797,0
0.544912,0.532486,1
0.652166,0.090216,1
0.854291,0.717724,1
0.306240,0.719519,0
0.507788,0.652270,1
0.146267,0.376864,0
0.216638,0.031187,0
0.465217,0.897470,0
0.917782,0.986829,1
0.357373,0.889507,0
0.964406,0.058736,1
0.164980,0.241456,0
0.936130,0.538098,1
0.163828,0.379798,0
0.055698,0.133845,0
0.381344,0.681585,0
0.395307,0.017767,0
0.527704,0.072463,1
0.283239,0.697666,0
0.638625,0.247908,1
0.580274,0.840405,1
0.177904,0.143920,0
0.785378,0.120796,1
0.028469,0.253175,0
0.251463,0.407662,0
0.012568,0.133567,0
0.144550,0.114954,0
0.324940,0.988333,0
0.163447,0.343710,0
0.537188,0.510415,1
0.452118,0.519714,0
0.637255,0.278444,1
0.583172,0.592063,1
0.904824,0.867705,1
0.968480,0.499467,1
0.291595,0.496673,0
0.561672,0.533952,1
0.374855,0.468177,0
0.257362,0.435738,0
0.883379,0.883996,1
0.963167,0.538398,1
0.256635,0.112636,0
0.923203,0.050051,1
0.691422,0.272295,1
0.505457,0.604137,1
0.654495,0.554482,1
0.330531,0.542468,0
0.895373,0.558484,1
0.315507,0.003573,0
0.580473,0.932856,1
0.934237,0.780977,1
0.287841,0.527336,0
0.754144,0.088887,1
0.251193,0.947055,0
0.099665,0.826874,0
0.422625,0.870653,0
0.513756,0.670481,1
0.635285,0.744875,1
0.541405,0.331300,1
0.390435,0.500450,0
0.242913,0.627901,0
0.567773,0.747545,1
0.759714,0.588098,1
0.663534,0.503795,1
0.201811,0.663405,0
0.997811,0.883895,1
0.103456,0.278120,0
0.700685,0.336971,1
0.702440,0.358318,1
0.186197,0.956418,0
0.338481,0.190176,0
0.253824,0.106612,0
0.337393,0.942345,0
0.919059,0.111899,1
0.850340,0.453750,1
0.567859,0.035473,1
0.251213,0.435990,0
0.054117,0.639238,0
0.860237,0.068659,1
0.915005,0.460482,1
0.958187,0.076236,1
0.965938,0.567147,1
0.283145,0.766797,0
0.155058,0.960742,0
0.460501,0.185654,0
0.706583,0.784369,1
0.106970,0.491139,0
0.263008,0.463129,0
0.670644,0.895079,1
0.948048,0.655071,1
0.421682,0.027137,0
0.015419,0.423149,0
0.391989,0.380022,0
0.022917,0.352076,0
0.477313,0.571687,0
0.276955,0.428707,0
0.361439,0.520978,0
0.629622,0.380582,1
0.399733,0.274807,0
0.578476,0.824439,1
0.108057,0.147766,0
0.018726,0.015033,0
0.443110,0.039193,0
0.928103,0.204283,1
0.631579,0.278084,1
0.726627,0.621785,1
0.907953,0.112800,1
0.046668,0.869913,0
0.154720,0.010413,0
0.173090,0.090241,0
0.103651,0.259613,0
0.468934,0.602729,0
0.453177,0.981441,0
0.689023,0.845094,1
0.984422,0.543760,1
0.202018,0.347025,0
0.517231,0.548152,1
0.790889,0.162348,1
0.337554,0.012121,0
0.882403,0.652020,1
0.548872,0.104745,1
0.768174,0.761760,1
0.652869,0.810595,1
0.622956,0.970385,1
0.548327,0.194537,1
0.900302,0.898376,1
0.052307,0.519174,0
0.991348,0.160940,1
0.993916,0.327001,1
0.869420,0.425798,1
0.908533,0.740987,1
0.811302,0.793165,1
0.369142,0.660104,0
0.185448,0.553856,0
0.031473,0.230470,0
0.728047,0.101190,1
0.540907,0.958093,1
0.689801,0.273327,1
0.551696,0.095811,1
0.729411,0.684913,1
0.242775,0.484891,0
0.454196,0.670368,0
0.879535,0.860830,1
0.063939,0.305907,0
0.167183,0.743258,0
0.640941,0.603313,1
0.368862,0.421460,0
0.247461,0.375772,0
0.420505,0.219867,0
0.141121,0.464489,0
0.564415,0.181967,1
0.099496,0.984586,0
0.344874,0.546465,0
0.057082,0.999718,0
0.161598,0.906080,0
0.000915,0.567109,0
0.960676,0.737261,1
0.345620,0.408143,0
0.057638,0.068178,0
0.814257,0.554409,1
0.533609,0.412703,1
0.188284,0.195056,0
0.123030,0.739702,0
0.158120,0.608544,0
0.020229,0.169806,0
0.905191,0.500362,1
0.572155,0.295931,1
0.977010,0.287983,1
0.395875,0.509173,0
0.478773,0.875355,0
0.061992,0.478293,0
0.598080,0.241392,1
0.118891,0.978882,0
0.003852,0.730449,0
0.897822,0.597364,1
0.716140,0.277477,1
0.235040,0.445384,0
0.630449,0.926527,1
0.974835,0.911702,1
0.998371,0.908504,1
0.876025,0.651570,1
0.815736,0.232556,1
0.334541,0.467688,0
0.250124,0.215178,0
0.156024,0.472165,0
0.951547,0.622140,1
0.464895,0.935517,0
0.333224,0.130523,0
0.720131,0.526608,1
0.683826,0.631651,1
0.723045,0.226498,1
0.278189,0.490434,0
0.448633,0.059567,0
0.490459,0.252601,0
0.509605,0.926830,1
0.281754,0.448537,0
0.071005,0.249256,0
0.333855,0.080913,0
0.073354,0.832987,0
0.531124,0.103028,1
0.693547,0.353691,1
0.454712,0.695743,0
0.075280,0.123903,0
0.046350,0.433146,0
0.494557,0.355069,0
0.623360,0.490515,1
0.290871,0.955070,0
0.982245,0.892932,1
0.090960,0.012402,0
0.415094,0.428817,0
0.079546,0.509748,0
0.081227,0.259930,0
0.330281,0.482572,0
0.325893,0.447824,0
0.500153,0.792412,1
0.218524,0.586490,0
0.511886,0.919966,1
0.794946,0.481893,1
0.201427,0.699605,0
0.231119,0.351327,0
0.291384,0.714842,0
0.450383,0.329001,0
0.466319,0.153361,0
0.471865,0.158991,0
0.772108,0.280584,1
0.144608,0.832665,0
0.039096,0.332331,0
0.780148,0.584912,1
0.537570,0.550002,1
0.595666,0.102013,1
0.614130,0.285794,1
0.810543,0.013659,1
0.628799,0.590834,1
0.701017,0.742663,1
0.115271,0.465693,0
0.910830,0.568092,1
0.720480,0.000611,1
0.840158,0.321048,1
0.144715,0.961859,0
0.990799,0.477042,1
0.999782,0.991022,1
0.732465,0.534874,1
0.230276,0.475572,0
0.073250,0.479193,0
0.501793,0.321970,1
0.666693,0.812334,1
0.749960,0.316631,1
0.468583,0.110809,0
0.905463,0.495434,1
0.168513,0.312763,0
0.662756,0.959066,1
0.764392,0.974968,1
0.043972,0.869330,0
0.422514,0.551369,0
0.424547,0.940671,0
0.071467,0.339959,0
0.633406,0.601500,1
0.015059,0.120707,0
0.718044,0.141503,1
0.217617,0.664501,0
0.973679,0.584004,1
0.814419,0.231554,1
0.875655,0.726495,1
0.830702,0.897429,1
0.625575,0.777860,1
0.054567,0.045829,0
0.124189,0.287364,0
0.502306,0.649521,1
0.317840,0.608390,0
0.939067,0.024233,1
0.030312,0.968942,0
0.473436,0.585107,0
0.588224,0.331339,1
0.331444,0.761244,0
0.775641,0.615105,1
0.533659,0.631123,1
0.912365,0.529899,1
0.348440,0.030142,0
0.140410,0.219454,0
0.075092,0.851263,0
0.324451,0.152828,0
0.922583,0.010708,1
0.324587,0.215889,0
0.492640,0.082894,0
0.783528,0.753785,1
0.650453,0.922259,1
0.985369,0.394262,1
0.371894,0.684373,0
0.789401,0.842067,1
0.493057,0.534674,0
0.119948,0.476226,0
0.156093,0.990444,0
0.001999,0.504885,0
0.144733,0.280065,0
0.672461,0.636477,1
0.233558,0.323354,0
0.868132,0.711341,1
0.136967,0.937753,0
0.994030,0.504513,1
0.637002,0.657348,1
0.509537,0.958267,1
0.993547,0.115205,1
0.534792,0.432085,1
0.796130,0.284209,1
0.376128,0.168077,0
0.003451,0.997583,0
0.396834,0.061490,0
0.034916,0.077486,0
0.418338,0.998783,0
0.427882,0.088567,0
0.626934,0.479855,1
0.754990,0.203074,1
0.782482,0.976350,1
0.207847,0.915105,0
0.378016,0.494592,0
0.496521,0.373800,0
0.283033,0.109522,0
0.488695,0.918753,0
0.318221,0.815144,0
0.318006,0.995671,0
0.155720,0.897295,0
0.528014,0.006243,1
0.916511,0.176215,1
0.186381,0.803446,0
0.845353,0.889179,1
0.803302,0.481966,1
0.483695,0.687614,0
0.318845,0.833171,0
0.832292,0.208422,1
0.385804,0.334991,0
0.097807,0.945883,0
0.667821,0.829361,1
0.751443,0.698325,1
0.896939,0.103302,1
0.792712,0.692858,1
0.990440,0.434458,1
0.307717,0.601842,0
0.613700,0.787904,1
0.638881,0.056326,1
0.193977,0.758234,0
0.741832,0.934582,1
0.539467,0.539441,1
0.595204,0.657926,1
0.898618,0.174804,1
0.850380,0.961398,1
0.506599,0.090003,1
0.260784,0.123458,0
0.408998,0.444879,0
0.814062,0.436708,1
0.627243,0.152756,1
0.905591,0.780756,1
0.535877,0.510948,1
0.337991,0.518699,0
0.658757,0.262076,1
0.408891,0.580269,0
0.959403,0.563018,1
0.857976,0.517586,1
0.100139,0.776818,0
0.984363,0.523524,1
0.075324,0.222583,0
0.816694,0.888064,1
0.085894,0.019394,0
0.820799,0.134616,1
0.515597,0.942473,1
0.263651,0.126122,0
0.393722,0.773313,0
0.017303,0.759883,0
0.784768,0.970243,1
0.282840,0.480372,0
0.132447,0.611827,0
0.441886,0.730925,0
0.703544,0.472756,1
0.002004,0.638043,0
0.926590,0.780363,1
0.392374,0.676121,0
0.600969,0.669608,1
0.187410,0.795812,0
0.663986,0.605368,1
0.188525,0.515798,0
0.446590,0.073075,0
0.678039,0.775606,1
0.122864,0.652253,0
0.074265,0.926218,0
0.364045,0.182203,0
0.163096,0.095552,0
0.044781,0.105066,0
0.058955,0.307524,0
0.217451,0.228737,0
0.056757,0.156216,0
0.469832,0.090568,0
0.576584,0.540815,1
0.212031,0.822510,0
0.474039,0.952301,0
0.400529,0.919362,0
0.091807,0.069500,0
0.700350,0.593968,1
0.561725,0.969944,1
0.110760,0.466729,0
0.031718,0.090085,0
0.635600,0.181486,1
0.688223,0.179785,1
0.666238,0.165833,1
0.672286,0.887557,1
0.363314,0.161125,0
0.246294,0.285952,0
0.472843,0.335943,0
0.858340,0.600512,1
0.692934,0.766485,1
0.072525,0.641126,0
0.919262,0.818341,1
0.686015,0.951190,1
0.440627,0.496327,0
0.737480,0.487833,1
0.430331,0.142554,0
0.526578,0.725573,1
0.884759,0.957589,1
0.210420,0.436131,0
0.497497,0.695589,0
0.020521,0.038696,0
0.825439,0.541489,1
0.652498,0.337841,1
0.502792,0.616803,1
0.920839,0.670334,1
0.189527,0.780340,0
0.342346,0.967480,0
0.402733,0.391085,0
0.914396,0.006219,1
0.372528,0.482755,0
0.987949,0.170047,1
0.588551,0.362992,1
0.800287,0.369943,1
0.758762,0.994885,1
0.928721,0.385831,1
0.489161,0.644507,0
0.654099,0.780702,1
0.111226,0.185351,0
0.981675,0.712383,1
0.733268,0.139058,1
0.856980,0.422037,1
0.772558,0.001525,1
0.935618,0.913819,1
0.937032,0.654479,1
0.118423,0.356738,0
0.868492,0.694826,1
0.947251,0.037603,1
0.433679,0.327547,0
0.871665,0.273047,1
0.955235,0.062665,1
0.343098,0.548971,0
0.511483,0.832756,1
0.670615,0.297340,1
0.802147,0.304719,1
0.581157,0.143148,1
0.976502,0.098001,1
0.467219,0.158421,0
0.251151,0.341178,0
0.376196,0.645522,0
0.106508,0.499802,0
0.898151,0.238607,1
0.344264,0.690618,0
0.242582,0.659918,0
0.312481,0.760748,0
0.959762,0.296740,1
0.160669,0.255171,0
0.958564,0.875143,1
0.074095,0.021794,0
0.700170,0.898297,1
0.054717,0.610630,0
0.705903,0.189946,1
0.965601,0.812097,1
0.807413,0.837749,1
0.236284,0.649159,0
0.888773,0.066562,1
0.838506,0.889014,1
0.222563,0.088315,0
0.884877,0.672259,1
0.885813,0.772982,1
0.477456,0.170944,0
0.156710,0.064292,0
0.238899,0.281643,0
0.239270,0.424112,0
0.295732,0.235658,0
0.140720,0.231093,0
0.351477,0.665686,0
0.035102,0.981985,0
0.886767,0.106776,1
0.986680,0.348155,1
0.454265,0.129095,0
0.477986,0.625165,0
0.498085,0.301047,0
0.789926,0.879890,1
0.120622,0.963462,0
0.915099,0.147515,1
0.744067,0.359090,1
0.350572,0.359809,0
0.669574,0.006352,1
0.812611,0.296482,1
0.123961,0.332248,0
0.643428,0.742993,1
0.501966,0.486596,1
0.438771,0.211039,0
0.161530,0.948215,0
0.215242,0.032066,0
0.310208,0.003413,0
0.257514,0.369473,0
0.232749,0.428095,0
0.638141,0.711817,1
0.353031,0.737063,0
0.286473,0.707136,0
0.397965,0.177537,0
0.398196,0.777639,0
0.236642,0.238643,0
0.923326,0.814353,1
0.804905,0.824621,1
0.848020,0.392926,1
0.893700,0.396710,1
0.994360,0.374612,1
0.478967,0.327134,0
0.102286,0.460607,0
0.701510,0.428382,1
0.029179,0.253214,0
0.567174,0.121899,1
0.005092,0.643947,0
0.930849,0.992566,1
0.015451,0.896523,0
0.352215,0.538818,0
0.548068,0.621790,1
0.966819,0.772968,1
0.137599,0.951993,0
0.602972,0.952279,1
0.368132,0.613396,0
0.993147,0.128565,1
0.253352,0.269100,0
0.077937,0.392580,0
0.203808,0.458023,0
0.081327,0.659153,0
0.112053,0.691360,0
0.247930,0.590041,0
0.439004,0.784413,0
0.876011,0.783673,1
0.568634,0.299581,1
0.554524,0.674442,1
0.113157,0.055345,0
0.318069,0.678935,0
0.297161,0.016497,0
0.770580,0.002454,1
0.026660,0.522397,0
0.096707,0.176419,0
0.757865,0.732954,1
0.279302,0.835719,0
0.820467,0.376088,1
0.772051,0.464796,1
0.421553,0.365795,0
0.338213,0.842232,0
0.158788,0.626548,0
0.759621,0.695833,1
0.505307,0.507601,1
0.644465,0.643680,1
0.393776,0.499874,0
0.618083,0.841338,1
0.723391,0.578452,1
0.767883,0.881405,1
0.341119,0.385325,0
0.331681,0.398793,0
0.807255,0.639850,1
0.268155,0.523624,0
0.045439,0.618521,0
0.528786,0.793339,1
0.798545,0.280977,1
0.562569,0.386595,1
0.664396,0.635793,1
0.827929,0.573773,1
0.369044,0.237431,0
0.860708,0.092354,1
0.850424,0.284849,1
0.752748,0.750200,1
0.671420,0.652603,1
0.732499,0.935698,1
0.258987,0.326895,0
0.907257,0.871006,1
0.474712,0.141846,0
0.126047,0.383064,0
0.062262,0.415399,0
0.352828,0.686809,0
0.588448,0.069603,1
0.901621,0.175965,1
0.597171,0.086615,1
0.378301,0.499041,0
0.829308,0.699634,1
0.198241,0.261627,0
0.526647,0.547056,1
0.104633,0.540810,0
0.034229,0.128515,0
0.199238,0.023502,0
0.143061,0.293055,0
0.615481,0.987719,1
0.873870,0.162551,1
0.113213,0.534294,0
0.692698,0.847574,1
0.555136,0.446271,1
0.470333,0.548272,0
0.436795,0.804167,0
0.850200,0.149419,1
0.385205,0.017544,0
0.073051,0.216654,0
0.815603,0.246793,1
0.721879,0.380014,1
0.741459,0.283767,1
0.296753,0.451238,0
0.069824,0.835876,0
0.006805,0.262897,0
0.582232,0.815471,1
0.675403,0.140287,1
0.200798,0.674842,0
0.194573,0.121084,0
0.069810,0.046864,0
0.536023,0.523151,1
0.445045,0.952314,0
0.928666,0.227464,1
0.376181,0.617089,0
0.446317,0.090981,0
0.692105,0.506062,1
0.914305,0.233385,1
0.854577,0.525013,1
0.739982,0.551971,1
0.832625,0.468056,1
0.999706,0.710574,1
0.268205,0.695220,0
0.873625,0.021253,1
0.853087,0.713300,1
0.309637,0.091566,0
0.017573,0.802844,0
0.619199,0.845636,1
0.743585,0.085089,1
0.560196,0.543775,1
0.557818,0.454918,1
0.345845,0.723315,0
0.535058,0.619355,1
0.933703,0.562386,1
0.447446,0.075875,0
0.895060,0.028725,1
0.032379,0.240746,0
0.142622,0.317213,0
0.719881,0.094878,1
0.803098,0.502689,1
0.059726,0.653113,0
0.561412,0.038675,1
0.519239,0.282620,1
0.874499,0.718020,1
0.284611,0.397040,0
0.555216,0.978058,1
0.191735,0.335251,0
0.360668,0.980728,0
0.937001,0.297088,1
0.384300,0.727210,0
0.274109,0.053105,0
0.247394,0.576988,0
0.989921,0.771408,1
0.313135,0.932828,0
0.070506,0.711858,0
0.405228,0.526041,0
0.617953,0.726367,1
0.803044,0.690493,1
0.759198,0.473794,1
0.606618,0.249155,1
0.000026,0.008863,0
0.917303,0.153616,1
0.220552,0.936823,0
0.663715,0.814830,1
0.782928,0.638965,1
0.317625,0.142435,0
0.027668,0.168915,0
0.190745,0.670392,0
0.771909,0.295548,1
0.480904,0.788236,0
0.291072,0.825602,0
0.744868,0.020125,1
0.664822,0.777579,1
0.015155,0.497947,0
0.298885,0.198201,0
0.349413,0.260113,0
0.896173,0.413698,1
0.203534,0.774259,0
0.143871,0.290424,0
0.653415,0.129933,1
0.907511,0.642762,1
0.155355,0.676438,0
0.778762,0.271023,1
0.231340,0.491369,0
0.410548,0.238008,0
0.193011,0.956971,0
0.191283,0.900131,0
0.776921,0.894290,1
0.459432,0.897485,0
0.353693,0.159219,0
0.640261,0.776948,1
0.195002,0.339856,0
0.398555,0.173411,0
0.134837,0.211222,0
0.144248,0.506437,0
0.845294,0.901215,1
0.002330,0.963122,0
0.862174,0.300811,1
0.664045,0.132685,1
0.441964,0.111825,0
0.373323,0.034255,0
0.309320,0.067195,0
0.670544,0.436578,1
0.362941,0.281582,0
0.415152,0.306830,0
0.447788,0.394164,0
0.039291,0.945452,0
0.372867,0.150898,0
0.946566,0.864890,1
0.456348,0.340075,0
0.463177,0.752379,0
0.013584,0.542883,0
0.773100,0.920341,1
0.368618,0.989775,0
0.824659,0.492737,1
0.166070,0.923795,0
0.282717,0.201665,0
0.987824,0.263618,1
0.218928,0.075725,0
0.537733,0.031910,1
0.381846,0.490157,0
0.947598,0.968722,1
0.569415,0.018478,1
0.078954,0.984965,0
0.838215,0.276327,1
0.047755,0.627641,0
0.027056,0.480437,0
0.582814,0.526337,1
0.346894,0.759155,0
0.243930,0.869593,0
0.594712,0.345635,1
0.971875,0.320115,1
0.885947,0.660822,1
0.919997,0.419405,1
0.668156,0.950551,1
0.025955,0.455209,0
0.178103,0.579594,0
